"id","dzien","godz","tydzien","id_grupy_grup","id_sale","id_wykladowcy","id_zajecia"
"4354","Wt","13:30-14:15","p","419","55","391","175"
"4355","Czw","13:30-14:15","n","422","113","240","80"
"4356","Pt","13:30-14:15","n","422","40","64","171"
"4357","Pt","13:30-14:15","p","419","52","391","173"
"4358","Pon","14:30-15:15","p","420","40","1292","171"
"4359","Wt","14:30-15:15","n","420","54","1293","170"
"4360","Czw","14:30-15:15","n","422","113","240","80"
"4361","Czw","14:30-15:15","p","419","52","1294","170"
"4362","Pt","14:30-15:15","n","419","43","1295","171"
"4363","Pt","14:30-15:15","p","419","8","1192","80"
"4364","Pon","15:15-16:00","p","420","40","1292","171"
"4365","Wt","15:15-16:00","n","420","54","1293","170"
"4366","Czw","15:15-16:00","p","419","52","1294","170"
"4367","Pt","15:15-16:00","n","419","43","1295","171"
"4368","Pt","15:15-16:00","p","419","8","1192","80"
"4369","Pon","16:15-17:00","n","423","4","348","133"
"4370","Czw","16:15-17:00","n","419","52","1296","28"
"4371","Czw","16:15-17:00","p","420","55","1297","28"
"4372","Pon","17:00-17:45","n","423","4","348","133"
"4373","Czw","17:00-17:45","n","419","52","1296","28"
"4374","Czw","17:00-17:45","p","420","55","1297","28"
"4375","Wt","18:00-18:45","n","419","1","1232","103"
"4376","Wt","18:00-18:45","p","419","1","1233","103"
"4377","Wt","18:45-19:30","n","419","1","1232","103"
"4378","Wt","18:45-19:30","p","419","1","1233","103"
"4379","Pon"," 7:30- 8:15","n","424","69","232","176"
"4380","Czw"," 7:30- 8:15","n","425","121","150","177"
"4381","Czw"," 7:30- 8:15","p","426","121","151","177"
"4382","Pt"," 7:30- 8:15","n","427","108","244","178"
"4383","Pt"," 7:30- 8:15","p","428","108","245","178"
"4384","Pon"," 8:15- 9:00","n","424","69","232","176"
"4385","Czw"," 8:15- 9:00","n","425","121","150","177"
"4386","Czw"," 8:15- 9:00","p","426","121","151","177"
"4387","Pt"," 8:15- 9:00","n","427","108","244","178"
"4388","Pt"," 8:15- 9:00","p","428","108","245","178"
"4389","Pon"," 9:15-10:00","n","424","6","262","178"
"4390","Pon"," 9:15-10:00","p","426","120","97","179"
"4391","Pon"," 9:15-10:00","p","429","88","123","180"
"4392","Wt"," 9:15-10:00","n","430","104","256","93"
"4393","Wt"," 9:15-10:00","p","431","104","257","93"
"4394","Czw"," 9:15-10:00","n","426","88","248","180"
"4395","Czw"," 9:15-10:00","p","425","88","249","180"
"4396","Czw"," 9:15-10:00","n","429","106","294","181"
"4397","Czw"," 9:15-10:00","p","426","106","295","181"
"4398","Pt"," 9:15-10:00","n","432","108","244","178"
"4399","Pt"," 9:15-10:00","p","426","64","233","176"
"4400","Pon","10:00-10:45","n","424","6","262","178"
"4401","Pon","10:00-10:45","p","426","120","97","179"
"4402","Pon","10:00-10:45","p","429","88","123","180"
"4403","Wt","10:00-10:45","n","430","104","256","93"
"4404","Wt","10:00-10:45","p","431","104","257","93"
"4405","Czw","10:00-10:45","n","426","88","248","180"
"4406","Czw","10:00-10:45","p","425","88","249","180"
"4407","Czw","10:00-10:45","n","429","106","294","181"
"4408","Czw","10:00-10:45","p","426","106","295","181"
"4409","Pt","10:00-10:45","n","432","108","244","178"
"4410","Pt","10:00-10:45","p","426","64","233","176"
"4411","Pon","11:00-11:45","n","424","6","96","179"
"4412","Pon","11:00-11:45","p","424","6","343","177"
"4413","Wt","11:00-11:45","n","433","6","400","96"
"4414","Wt","11:00-11:45","p","434","104","257","93"
"4415","Czw","11:00-11:45","n","424","2","24","182"
"4416","Czw","11:00-11:45","p","426","36","25","183"
"4417","Czw","11:00-11:45","p","425","106","295","181"
"4418","Pt","11:00-11:45","n","429","121","150","177"
"4419","Pt","11:00-11:45","p","424","10","241","184"
"4420","Pon","11:45-12:30","n","424","6","96","179"
"4421","Pon","11:45-12:30","p","424","6","343","177"
"4422","Wt","11:45-12:30","n","433","6","400","96"
"4423","Wt","11:45-12:30","p","434","104","257","93"
"4424","Czw","11:45-12:30","n","424","2","24","182"
"4425","Czw","11:45-12:30","p","426","36","25","183"
"4426","Czw","11:45-12:30","p","425","106","295","181"
"4427","Pt","11:45-12:30","n","429","121","150","177"
"4428","Pt","11:45-12:30","p","424","10","241","184"
"4429","Pon","12:45-13:30","n","429","120","96","179"
"4430","Pon","12:45-13:30","p","425","120","97","179"
"4431","Czw","12:45-13:30","n","425","36","24","183"
"4432","Czw","12:45-13:30","p","429","36","25","183"
"4433","Czw","12:45-13:30","n","429","111","388","184"
"4434","Czw","12:45-13:30","p","426","111","149","184"
"4435","Pon","13:30-14:15","n","429","120","96","179"
"4436","Pon","13:30-14:15","p","425","120","97","179"
"4437","Czw","13:30-14:15","n","425","36","24","183"
"4438","Czw","13:30-14:15","p","429","36","25","183"
"4439","Czw","13:30-14:15","n","429","111","388","184"
"4440","Czw","13:30-14:15","p","426","111","149","184"
"4441","Pon","14:30-15:15","n","429","64","382","176"
"4442","Pon","14:30-15:15","p","425","64","383","176"
"4443","Czw","14:30-15:15","n","424","7","456","185"
"4444","Czw","14:30-15:15","p","435","5","163","73"
"4445","Pt","14:30-15:15","n","433","104","116","100"
"4446","Pon","15:15-16:00","n","429","64","382","176"
"4447","Pon","15:15-16:00","p","425","64","383","176"
"4448","Sr","15:15-16:00","n","424","12","1230","93"
"4449","Czw","15:15-16:00","n","424","7","456","185"
"4450","Czw","15:15-16:00","p","435","5","163","73"
"4451","Pt","15:15-16:00","n","433","104","116","100"
"4452","Pon","16:15-17:00","n","424","104","324","186"
"4453","Pon","16:15-17:00","p","427","104","325","186"
"4454","Wt","16:15-17:00","n","425","111","148","184"
"4455","Sr","16:15-17:00","n","424","12","1230","93"
"4456","Pon","17:00-17:45","n","424","104","324","186"
"4457","Pon","17:00-17:45","p","427","104","325","186"
"4458","Wt","17:00-17:45","n","425","111","148","184"
"4459","Pon","18:00-18:45","n","432","104","324","186"
"4460","Pon","18:00-18:45","p","428","104","325","186"
"4461","Wt","18:00-18:45","n","424","12","1231","103"
"4462","Czw","18:00-18:45","p","435","6","159","103"
"4463","Pon","18:45-19:30","n","432","104","324","186"
"4464","Pon","18:45-19:30","p","428","104","325","186"
"4465","Wt","18:45-19:30","n","424","12","1231","103"
"4466","Czw","18:45-19:30","p","435","6","159","103"
"4467","Wt"," 7:30- 8:15","n","436","108","272","187"
"4468","Wt"," 7:30- 8:15","p","436","108","273","187"
"4469","Wt"," 8:15- 9:00","n","436","108","272","187"
"4470","Wt"," 8:15- 9:00","p","436","108","273","187"
"4471","Pt"," 9:15-10:00","n","436","104","394","188"
"4472","Pt"," 9:15-10:00","p","437","109","395","188"
"4473","Pt","10:00-10:45","n","436","104","394","188"
"4474","Pt","10:00-10:45","p","437","109","395","188"
"4475","Pon","11:00-11:45","n","436","104","294","189"
"4476","Pon","11:00-11:45","p","438","104","295","96"
"4477","Wt","11:00-11:45","n","437","106","350","189"
"4478","Wt","11:00-11:45","p","437","106","351","189"
"4479","Czw","11:00-11:45","p","436","105","141","190"
"4480","Pon","11:45-12:30","n","436","104","294","189"
"4481","Pon","11:45-12:30","p","438","104","295","96"
"4482","Wt","11:45-12:30","n","437","106","350","189"
"4483","Wt","11:45-12:30","p","437","106","351","189"
"4484","Czw","11:45-12:30","p","436","105","141","190"
"4485","Pon","12:45-13:30","n","436","104","350","191"
"4486","Pon","12:45-13:30","p","439","109","173","93"
"4487","Wt","12:45-13:30","n","436","108","306","192"
"4488","Wt","12:45-13:30","p","440","109","173","192"
"4489","Czw","12:45-13:30","n","440","109","394","190"
"4490","Czw","12:45-13:30","p","440","109","395","190"
"4491","Pt","12:45-13:30","n","438","104","116","100"
"4492","Pon","13:30-14:15","n","436","104","350","191"
"4493","Pon","13:30-14:15","p","439","109","173","93"
"4494","Wt","13:30-14:15","n","436","108","306","192"
"4495","Wt","13:30-14:15","p","440","109","173","192"
"4496","Czw","13:30-14:15","n","440","109","394","190"
"4497","Czw","13:30-14:15","p","440","109","395","190"
"4498","Pt","13:30-14:15","n","438","104","116","100"
"4499","Pon","14:30-15:15","n","437","106","350","191"
"4500","Pon","14:30-15:15","p","437","106","351","191"
"4501","Wt","14:30-15:15","n","441","108","306","192"
"4502","Czw","14:30-15:15","n","440","109","394","190"
"4503","Czw","14:30-15:15","p","440","109","395","190"
"4504","Pt","14:30-15:15","n","437","106","450","187"
"4505","Pt","14:30-15:15","p","437","106","451","187"
"4506","Pon","15:15-16:00","n","437","106","350","191"
"4507","Pon","15:15-16:00","p","437","106","351","191"
"4508","Wt","15:15-16:00","n","441","108","306","192"
"4509","Sr","15:15-16:00","n","436","12","1230","93"
"4510","Czw","15:15-16:00","n","440","109","394","190"
"4511","Czw","15:15-16:00","p","440","109","395","190"
"4512","Pt","15:15-16:00","n","437","106","450","187"
"4513","Pt","15:15-16:00","p","437","106","451","187"
"4514","Sr","16:15-17:00","n","436","12","1230","93"
"4515","Czw","16:15-17:00","p","441","5","163","73"
"4516","Czw","17:00-17:45","p","441","5","163","73"
"4517","Wt","18:00-18:45","n","436","12","1231","103"
"4518","Czw","18:00-18:45","n","441","6","158","103"
"4519","Wt","18:45-19:30","n","436","12","1231","103"
"4520","Czw","18:45-19:30","n","441","6","158","103"
"4521","Pon"," 9:15-10:00","n","442","83","144","193"
"4522","Pon"," 9:15-10:00","p","443","123","247","96"
"4523","Czw"," 9:15-10:00","n","442","124","44","194"
"4524","Czw"," 9:15-10:00","p","442","124","1298","194"
"4525","Pon","10:00-10:45","n","442","83","144","193"
"4526","Pon","10:00-10:45","p","443","123","247","96"
"4527","Czw","10:00-10:45","n","442","124","44","194"
"4528","Czw","10:00-10:45","p","442","124","1298","194"
"4529","Pon","11:00-11:45","n","442","123","246","196"
"4530","Pon","11:00-11:45","p","443","123","247","100"
"4531","Wt","11:00-11:45","n","445","100","258","197"
"4532","Wt","11:00-11:45","p","442","109","173","93"
"4533","Czw","11:00-11:45","n","442","125","208","198"
"4534","Czw","11:00-11:45","p","442","125","209","198"
"4535","Pon","11:45-12:30","n","442","123","246","196"
"4536","Pon","11:45-12:30","p","443","123","247","100"
"4537","Wt","11:45-12:30","n","445","100","258","197"
"4538","Wt","11:45-12:30","p","442","109","173","93"
"4539","Czw","11:45-12:30","n","442","125","208","198"
"4540","Czw","11:45-12:30","p","442","125","209","198"
"4541","Pon","12:45-13:30","n","446","123","246","196"
"4542","Pon","12:45-13:30","p","445","123","247","196"
"4543","Wt","12:45-13:30","n","442","100","258","199"
"4544","Wt","12:45-13:30","p","446","100","259","199"
"4545","Czw","12:45-13:30","n","446","89","448","193"
"4546","Pt","12:45-13:30","n","442","125","274","89"
"4547","Pt","12:45-13:30","p","442","125","275","89"
"4548","Pon","13:30-14:15","n","446","123","246","196"
"4549","Pon","13:30-14:15","p","445","123","247","196"
"4550","Wt","13:30-14:15","n","442","100","258","199"
"4551","Wt","13:30-14:15","p","446","100","259","199"
"4552","Czw","13:30-14:15","n","446","89","448","193"
"4553","Pt","13:30-14:15","n","442","125","274","89"
"4554","Pt","13:30-14:15","p","442","125","275","89"
"4555","Pon","14:30-15:15","n","445","73","364","200"
"4556","Pon","14:30-15:15","p","445","73","365","200"
"4557","Wt","14:30-15:15","n","447","4","298","103"
"4558","Wt","14:30-15:15","p","447","4","299","103"
"4559","Czw","14:30-15:15","n","447","5","162","73"
"4560","Pt","14:30-15:15","n","442","125","274","89"
"4561","Pt","14:30-15:15","p","442","125","275","89"
"4562","Pon","15:15-16:00","n","445","73","364","200"
"4563","Pon","15:15-16:00","p","445","73","365","200"
"4564","Wt","15:15-16:00","n","447","4","298","103"
"4565","Wt","15:15-16:00","p","447","4","299","103"
"4566","Sr","15:15-16:00","n","445","12","1230","93"
"4567","Czw","15:15-16:00","n","447","5","162","73"
"4568","Pt","15:15-16:00","n","442","125","274","89"
"4569","Pt","15:15-16:00","p","442","125","275","89"
"4570","Sr","16:15-17:00","n","445","12","1230","93"
"4571","Wt","18:00-18:45","n","445","1","1232","103"
"4572","Wt","18:00-18:45","p","445","1","1233","103"
"4573","Wt","18:45-19:30","n","445","1","1232","103"
"4574","Wt","18:45-19:30","p","445","1","1233","103"
"4575","Wt"," 7:30- 8:15","n","448","81","152","201"
"4576","Wt"," 7:30- 8:15","p","449","81","153","201"
"4577","Sr"," 7:30- 8:15","n","450","71","310","202"
"4578","Sr"," 7:30- 8:15","p","450","71","311","202"
"4579","Pt"," 7:30- 8:15","n","449","121","124","203"
"4580","Wt"," 8:15- 9:00","n","448","81","152","201"
"4581","Wt"," 8:15- 9:00","p","449","81","153","201"
"4582","Sr"," 8:15- 9:00","n","450","71","310","202"
"4583","Sr"," 8:15- 9:00","p","450","71","311","202"
"4584","Pt"," 8:15- 9:00","n","449","121","124","203"
"4585","Pon"," 9:15-10:00","p","449","55","287","204"
"4586","Wt"," 9:15-10:00","n","451","22","458","205"
"4587","Wt"," 9:15-10:00","p","452","82","393","201"
"4588","Sr"," 9:15-10:00","n","453","2","1299","205"
"4589","Sr"," 9:15-10:00","p","453","1","1300","203"
"4590","Czw"," 9:15-10:00","n","454","22","1301","205"
"4591","Czw"," 9:15-10:00","p","455","119","1302","203"
"4592","Pt"," 9:15-10:00","n","448","55","286","204"
"4593","Pon","10:00-10:45","p","449","55","287","204"
"4594","Wt","10:00-10:45","n","451","22","458","205"
"4595","Wt","10:00-10:45","p","452","82","393","201"
"4596","Sr","10:00-10:45","n","453","2","1299","205"
"4597","Sr","10:00-10:45","p","453","1","1300","203"
"4598","Czw","10:00-10:45","n","454","22","1301","205"
"4599","Czw","10:00-10:45","p","455","119","1302","203"
"4600","Pt","10:00-10:45","n","448","55","286","204"
"4601","Pon","11:00-11:45","n","453","52","1303","206"
"4602","Pon","11:00-11:45","p","450","82","393","201"
"4603","Wt","11:00-11:45","n","452","72","220","207"
"4604","Sr","11:00-11:45","p","456","9","221","208"
"4605","Czw","11:00-11:45","p","453","12","1304","209"
"4606","Pon","11:45-12:30","n","453","52","1303","206"
"4607","Pon","11:45-12:30","p","450","82","393","201"
"4608","Wt","11:45-12:30","n","452","72","220","207"
"4609","Sr","11:45-12:30","p","456","9","221","208"
"4610","Czw","11:45-12:30","p","453","12","1304","209"
"4611","Wt","12:45-13:30","n","450","72","220","207"
"4612","Wt","12:45-13:30","p","453","5","1305","210"
"4613","Sr","12:45-13:30","n","448","72","220","207"
"4614","Sr","12:45-13:30","p","449","72","221","207"
"4615","Pt","12:45-13:30","n","456","3","300","211"
"4616","Pt","12:45-13:30","p","456","3","301","211"
"4617","Wt","13:30-14:15","n","450","72","220","207"
"4618","Wt","13:30-14:15","p","453","5","1305","210"
"4619","Sr","13:30-14:15","n","448","72","220","207"
"4620","Sr","13:30-14:15","p","449","72","221","207"
"4621","Pt","13:30-14:15","n","456","3","300","211"
"4622","Pt","13:30-14:15","p","456","3","301","211"
"4623","Pon","14:30-15:15","n","448","96","78","212"
"4624","Pon","14:30-15:15","p","449","96","79","212"
"4625","Wt","14:30-15:15","n","450","72","204","213"
"4626","Czw","14:30-15:15","n","456","72","204","210"
"4627","Czw","14:30-15:15","p","448","121","125","203"
"4628","Pon","15:15-16:00","n","448","96","78","212"
"4629","Pon","15:15-16:00","p","449","96","79","212"
"4630","Wt","15:15-16:00","n","450","72","204","213"
"4631","Czw","15:15-16:00","n","456","72","204","210"
"4632","Czw","15:15-16:00","p","448","121","125","203"
"4633","Pon","16:15-17:00","n","452","71","310","202"
"4634","Pon","16:15-17:00","p","452","71","311","202"
"4635","Czw","16:15-17:00","n","457","119","124","203"
"4636","Czw","16:15-17:00","p","458","119","125","203"
"4637","Pt","16:15-17:00","n","452","71","204","213"
"4638","Pt","16:15-17:00","p","459","22","459","205"
"4639","Pon","17:00-17:45","n","452","71","310","202"
"4640","Pon","17:00-17:45","p","452","71","311","202"
"4641","Wt","17:00-17:45","n","453","13","1306","214"
"4642","Wt","17:00-17:45","p","453","13","1307","214"
"4643","Czw","17:00-17:45","n","457","119","124","203"
"4644","Czw","17:00-17:45","p","458","119","125","203"
"4645","Pt","17:00-17:45","n","452","71","204","213"
"4646","Pt","17:00-17:45","p","459","22","459","205"
"4647","Wt","18:00-18:45","n","453","13","1306","214"
"4648","Wt","18:00-18:45","p","453","13","1307","214"
"4649","Sr","18:00-18:45","n","453","160","1308","208"
"4650","Sr","18:00-18:45","p","453","160","1309","208"
"4651","Czw","18:00-18:45","p","460","3","129","6"
"4652","Wt","18:45-19:30","n","453","13","1306","214"
"4653","Wt","18:45-19:30","p","453","13","1307","214"
"4654","Sr","18:45-19:30","n","453","160","1308","208"
"4655","Sr","18:45-19:30","p","453","160","1309","208"
"4656","Czw","18:45-19:30","p","460","3","129","6"
"4657","Sr","19:45-20:30","n","453","160","1310","202"
"4658","Sr","20:30-21:15","n","453","161","1310","202"
"4659","Pon"," 7:30- 8:15","n","461","22","458","205"
"4660","Pon"," 7:30- 8:15","p","462","22","459","205"
"4661","Wt"," 7:30- 8:15","p","463","72","221","207"
"4662","Sr"," 7:30- 8:15","p","464","82","153","201"
"4663","Pon"," 8:15- 9:00","n","461","22","458","205"
"4664","Pon"," 8:15- 9:00","p","462","22","459","205"
"4665","Wt"," 8:15- 9:00","p","463","72","221","207"
"4666","Sr"," 8:15- 9:00","p","464","82","153","201"
"4667","Pon"," 9:15-10:00","n","465","82","392","201"
"4668","Pon"," 9:15-10:00","p","463","82","393","201"
"4669","Wt"," 9:15-10:00","n","464","55","286","204"
"4670","Wt"," 9:15-10:00","p","466","55","287","204"
"4671","Sr"," 9:15-10:00","n","467","2","1299","205"
"4672","Sr"," 9:15-10:00","p","467","1","1300","203"
"4673","Czw"," 9:15-10:00","n","468","22","1301","205"
"4674","Czw"," 9:15-10:00","p","469","119","1302","203"
"4675","Pon","10:00-10:45","n","465","82","392","201"
"4676","Pon","10:00-10:45","p","463","82","393","201"
"4677","Wt","10:00-10:45","n","464","55","286","204"
"4678","Wt","10:00-10:45","p","466","55","287","204"
"4679","Sr","10:00-10:45","n","467","2","1299","205"
"4680","Sr","10:00-10:45","p","467","1","1300","203"
"4681","Czw","10:00-10:45","n","468","22","1301","205"
"4682","Czw","10:00-10:45","p","469","119","1302","203"
"4683","Pon","11:00-11:45","n","467","52","1303","206"
"4684","Wt","11:00-11:45","p","465","72","221","207"
"4685","Sr","11:00-11:45","n","470","9","220","208"
"4686","Czw","11:00-11:45","n","466","81","152","201"
"4687","Czw","11:00-11:45","p","467","12","1304","209"
"4688","Pt","11:00-11:45","n","470","3","300","211"
"4689","Pt","11:00-11:45","p","470","3","301","211"
"4690","Pon","11:45-12:30","n","467","52","1303","206"
"4691","Wt","11:45-12:30","p","465","72","221","207"
"4692","Sr","11:45-12:30","n","470","9","220","208"
"4693","Czw","11:45-12:30","n","466","81","152","201"
"4694","Czw","11:45-12:30","p","467","12","1304","209"
"4695","Pt","11:45-12:30","n","470","3","300","211"
"4696","Pt","11:45-12:30","p","470","3","301","211"
"4697","Pon","12:45-13:30","n","466","93","78","212"
"4698","Pon","12:45-13:30","p","464","93","79","212"
"4699","Wt","12:45-13:30","p","467","5","1305","210"
"4700","Sr","12:45-13:30","n","463","71","310","202"
"4701","Sr","12:45-13:30","p","463","71","311","202"
"4702","Pt","12:45-13:30","p","466","121","125","203"
"4703","Pon","13:30-14:15","n","466","93","78","212"
"4704","Pon","13:30-14:15","p","464","93","79","212"
"4705","Wt","13:30-14:15","p","467","5","1305","210"
"4706","Sr","13:30-14:15","n","463","71","310","202"
"4707","Sr","13:30-14:15","p","463","71","311","202"
"4708","Pt","13:30-14:15","p","466","121","125","203"
"4709","Wt","14:30-15:15","p","465","72","205","213"
"4710","Sr","14:30-15:15","n","466","72","220","207"
"4711","Sr","14:30-15:15","p","464","72","221","207"
"4712","Czw","14:30-15:15","p","470","72","205","210"
"4713","Pt","14:30-15:15","p","464","121","125","203"
"4714","Wt","15:15-16:00","p","465","72","205","213"
"4715","Sr","15:15-16:00","n","466","72","220","207"
"4716","Sr","15:15-16:00","p","464","72","221","207"
"4717","Czw","15:15-16:00","p","470","72","205","210"
"4718","Pt","15:15-16:00","p","464","121","125","203"
"4719","Czw","16:15-17:00","p","471","3","129","6"
"4720","Pt","16:15-17:00","p","463","71","205","213"
"4721","Wt","17:00-17:45","n","467","13","1306","214"
"4722","Wt","17:00-17:45","p","467","13","1307","214"
"4723","Czw","17:00-17:45","p","471","3","129","6"
"4724","Pt","17:00-17:45","p","463","71","205","213"
"4725","Pon","18:00-18:45","n","465","71","310","202"
"4726","Pon","18:00-18:45","p","465","71","311","202"
"4727","Wt","18:00-18:45","n","467","13","1306","214"
"4728","Wt","18:00-18:45","p","467","13","1307","214"
"4729","Sr","18:00-18:45","n","467","160","1308","208"
"4730","Sr","18:00-18:45","p","467","160","1309","208"
"4731","Czw","18:00-18:45","n","472","119","124","203"
"4732","Czw","18:00-18:45","p","473","119","125","203"
"4733","Pon","18:45-19:30","n","465","71","310","202"
"4734","Pon","18:45-19:30","p","465","71","311","202"
"4735","Wt","18:45-19:30","n","467","13","1306","214"
"4736","Wt","18:45-19:30","p","467","13","1307","214"
"4737","Sr","18:45-19:30","n","467","160","1308","208"
"4738","Sr","18:45-19:30","p","467","160","1309","208"
"4739","Czw","18:45-19:30","n","472","119","124","203"
"4740","Czw","18:45-19:30","p","473","119","125","203"
"4741","Sr","19:45-20:30","n","467","160","1310","202"
"4742","Sr","20:30-21:15","n","467","161","1310","202"
"4743","Pon"," 7:30- 8:15","p","474","7","1311","215"
"4744","Wt"," 7:30- 8:15","n","474","1","1312","216"
"4745","Wt"," 7:30- 8:15","p","474","1","1313","216"
"4746","Sr"," 7:30- 8:15","n","474","8","1314","217"
"4747","Sr"," 7:30- 8:15","p","474","8","1315","217"
"4748","Pon"," 8:15- 9:00","p","474","7","1311","215"
"4749","Wt"," 8:15- 9:00","n","474","1","1312","216"
"4750","Wt"," 8:15- 9:00","p","474","1","1313","216"
"4751","Sr"," 8:15- 9:00","n","474","8","1314","217"
"4752","Sr"," 8:15- 9:00","p","474","8","1315","217"
"4753","Pon"," 9:15-10:00","n","474","7","1316","218"
"4754","Pon"," 9:15-10:00","p","475","76","1317","218"
"4755","Wt"," 9:15-10:00","n","474","5","1318","219"
"4756","Wt"," 9:15-10:00","p","475","167","1319","220"
"4757","Sr"," 9:15-10:00","n","476","72","1320","217"
"4758","Sr"," 9:15-10:00","p","476","72","1321","217"
"4759","Czw"," 9:15-10:00","n","477","6","42","221"
"4760","Czw"," 9:15-10:00","p","478","6","1322","221"
"4761","Pt"," 9:15-10:00","n","479","82","440","222"
"4762","Pt"," 9:15-10:00","p","476","82","1323","222"
"4763","Pon","10:00-10:45","n","474","7","1316","218"
"4764","Pon","10:00-10:45","p","475","76","1317","218"
"4765","Wt","10:00-10:45","n","474","5","1318","219"
"4766","Wt","10:00-10:45","p","475","167","1319","220"
"4767","Sr","10:00-10:45","n","476","72","1320","217"
"4768","Sr","10:00-10:45","p","476","72","1321","217"
"4769","Czw","10:00-10:45","n","477","6","42","221"
"4770","Czw","10:00-10:45","p","478","6","1322","221"
"4771","Pt","10:00-10:45","n","479","82","440","222"
"4772","Pt","10:00-10:45","p","476","82","1323","222"
"4773","Pon","11:00-11:45","n","474","2","1324","223"
"4774","Pon","11:00-11:45","p","476","113","1325","224"
"4775","Wt","11:00-11:45","n","477","83","312","225"
"4776","Wt","11:00-11:45","p","480","167","904","220"
"4777","Sr","11:00-11:45","n","479","72","210","217"
"4778","Sr","11:00-11:45","p","479","72","211","217"
"4779","Sr","11:00-11:45","p","478","82","1326","226"
"4780","Czw","11:00-11:45","n","474","8","1327","227"
"4781","Czw","11:00-11:45","n","474","8","1328","227"
"4782","Czw","11:00-11:45","n","477","83","318","227"
"4783","Czw","11:00-11:45","n","477","83","319","227"
"4784","Czw","11:00-11:45","n","478","165","1329","227"
"4785","Czw","11:00-11:45","p","478","165","1330","227"
"4786","Pt","11:00-11:45","n","479","82","440","222"
"4787","Pt","11:00-11:45","p","476","82","1323","222"
"4788","Pt","11:00-11:45","n","478","76","1331","218"
"4789","Pon","11:45-12:30","n","474","2","1324","223"
"4790","Pon","11:45-12:30","p","478","113","1332","224"
"4791","Wt","11:45-12:30","n","477","83","312","225"
"4792","Wt","11:45-12:30","p","480","167","904","220"
"4793","Sr","11:45-12:30","n","479","72","210","217"
"4794","Sr","11:45-12:30","p","479","72","211","217"
"4795","Sr","11:45-12:30","p","478","82","1326","226"
"4796","Czw","11:45-12:30","n","474","8","1327","227"
"4797","Czw","11:45-12:30","n","474","8","1328","227"
"4798","Czw","11:45-12:30","n","477","83","318","227"
"4799","Czw","11:45-12:30","n","477","83","319","227"
"4800","Czw","11:45-12:30","n","478","165","1329","227"
"4801","Czw","11:45-12:30","p","478","165","1330","227"
"4802","Pt","11:45-12:30","n","479","82","440","222"
"4803","Pt","11:45-12:30","p","476","82","1323","222"
"4804","Pt","11:45-12:30","n","478","76","1331","218"
"4805","Pon","12:45-13:30","n","474","2","1324","223"
"4806","Pon","12:45-13:30","p","478","113","1332","224"
"4807","Wt","12:45-13:30","n","477","76","292","218"
"4808","Wt","12:45-13:30","p","478","83","1333","225"
"4809","Sr","12:45-13:30","n","477","83","312","215"
"4810","Sr","12:45-13:30","p","481","10","277","6"
"4811","Czw","12:45-13:30","n","474","8","1327","227"
"4812","Czw","12:45-13:30","n","474","8","1328","227"
"4813","Czw","12:45-13:30","n","477","83","318","227"
"4814","Czw","12:45-13:30","n","477","83","319","227"
"4815","Czw","12:45-13:30","n","478","165","1329","227"
"4816","Czw","12:45-13:30","p","478","165","1330","227"
"4817","Pt","12:45-13:30","p","474","6","1334","222"
"4818","Pon","13:30-14:15","n","479","113","168","224"
"4819","Wt","13:30-14:15","n","477","76","292","218"
"4820","Wt","13:30-14:15","p","478","83","1333","225"
"4821","Sr","13:30-14:15","n","477","83","312","215"
"4822","Sr","13:30-14:15","p","481","10","277","6"
"4823","Pt","13:30-14:15","p","474","6","1334","222"
"4824","Pon","14:30-15:15","n","477","113","168","224"
"4825","Pon","14:30-15:15","p","480","87","249","218"
"4826","Sr","14:30-15:15","n","474","1","1335","228"
"4827","Sr","14:30-15:15","p","474","1","1336","228"
"4828","Czw","14:30-15:15","n","478","83","1337","215"
"4829","Czw","14:30-15:15","p","474","1","1338","229"
"4830","Pt","14:30-15:15","n","482","3","300","211"
"4831","Pt","14:30-15:15","p","482","3","301","211"
"4832","Pon","15:15-16:00","n","477","113","168","224"
"4833","Pon","15:15-16:00","p","480","87","249","218"
"4834","Sr","15:15-16:00","n","474","1","1335","228"
"4835","Sr","15:15-16:00","p","474","1","1336","228"
"4836","Czw","15:15-16:00","n","478","83","1337","215"
"4837","Czw","15:15-16:00","p","474","1","1338","229"
"4838","Pt","15:15-16:00","n","482","3","300","211"
"4839","Pt","15:15-16:00","p","482","3","301","211"
"4840","Wt","16:15-17:00","p","477","83","137","226"
"4841","Sr","16:15-17:00","n","474","1","1335","228"
"4842","Sr","16:15-17:00","p","474","1","1336","228"
"4843","Wt","17:00-17:45","p","477","83","137","226"
"4844","Sr","18:00-18:45","p","474","162","1339","215"
"4845","Sr","18:45-19:30","p","474","162","1339","215"
"4846","Pon"," 7:30- 8:15","n","483","6","42","221"
"4847","Pon"," 7:30- 8:15","p","484","7","1311","215"
"4848","Wt"," 7:30- 8:15","n","484","1","1312","216"
"4849","Wt"," 7:30- 8:15","p","484","1","1313","216"
"4850","Sr"," 7:30- 8:15","n","484","8","1314","217"
"4851","Sr"," 7:30- 8:15","p","484","8","1315","217"
"4852","Pt"," 7:30- 8:15","n","485","72","210","217"
"4853","Pt"," 7:30- 8:15","p","485","72","211","217"
"4854","Pon"," 8:15- 9:00","n","483","6","42","221"
"4855","Pon"," 8:15- 9:00","p","484","7","1311","215"
