"id","dzien","godz","tydzien","id_grupy_grup","id_sale","id_wykladowcy","id_zajecia"
"4856","Wt"," 8:15- 9:00","n","484","1","1312","216"
"4857","Wt"," 8:15- 9:00","p","484","1","1313","216"
"4858","Sr"," 8:15- 9:00","n","484","8","1314","217"
"4859","Sr"," 8:15- 9:00","p","484","8","1315","217"
"4860","Czw"," 8:15- 9:00","n","483","83","318","227"
"4861","Czw"," 8:15- 9:00","p","483","83","319","227"
"4862","Pt"," 8:15- 9:00","n","485","72","210","217"
"4863","Pt"," 8:15- 9:00","p","485","72","211","217"
"4864","Pon"," 9:15-10:00","n","484","7","1316","218"
"4865","Pon"," 9:15-10:00","p","486","76","1317","218"
"4866","Wt"," 9:15-10:00","n","484","5","1318","219"
"4867","Wt"," 9:15-10:00","p","486","167","1319","220"
"4868","Sr"," 9:15-10:00","n","487","72","1320","217"
"4869","Sr"," 9:15-10:00","p","487","72","1321","217"
"4870","Czw"," 9:15-10:00","n","483","83","318","227"
"4871","Czw"," 9:15-10:00","p","483","83","319","227"
"4872","Czw"," 9:15-10:00","p","488","6","1322","221"
"4873","Pt"," 9:15-10:00","p","487","82","1323","222"
"4874","Pon","10:00-10:45","n","484","7","1316","218"
"4875","Pon","10:00-10:45","p","486","76","1317","218"
"4876","Wt","10:00-10:45","n","484","5","1318","219"
"4877","Wt","10:00-10:45","p","486","167","1319","220"
"4878","Sr","10:00-10:45","n","487","72","1320","217"
"4879","Sr","10:00-10:45","p","487","72","1321","217"
"4880","Czw","10:00-10:45","n","483","83","318","227"
"4881","Czw","10:00-10:45","p","483","83","319","227"
"4882","Czw","10:00-10:45","p","488","6","1322","221"
"4883","Pt","10:00-10:45","p","487","82","1323","222"
"4884","Pon","11:00-11:45","n","484","2","1324","223"
"4885","Pon","11:00-11:45","p","487","113","1325","224"
"4886","Wt","11:00-11:45","n","489","167","930","220"
"4887","Wt","11:00-11:45","p","483","83","313","225"
"4888","Sr","11:00-11:45","p","488","82","1326","226"
"4889","Czw","11:00-11:45","n","484","8","1327","227"
"4890","Czw","11:00-11:45","n","484","8","1328","227"
"4891","Czw","11:00-11:45","n","488","165","1329","227"
"4892","Czw","11:00-11:45","p","488","165","1330","227"
"4893","Pt","11:00-11:45","p","487","82","1323","222"
"4894","Pt","11:00-11:45","n","488","76","1331","218"
"4895","Pt","11:00-11:45","p","483","76","293","218"
"4896","Pon","11:45-12:30","n","484","2","1324","223"
"4897","Pon","11:45-12:30","p","488","113","1332","224"
"4898","Wt","11:45-12:30","n","489","167","930","220"
"4899","Wt","11:45-12:30","p","483","83","313","225"
"4900","Sr","11:45-12:30","p","488","82","1326","226"
"4901","Czw","11:45-12:30","n","484","8","1327","227"
"4902","Czw","11:45-12:30","n","484","8","1328","227"
"4903","Czw","11:45-12:30","n","488","165","1329","227"
"4904","Czw","11:45-12:30","p","488","165","1330","227"
"4905","Pt","11:45-12:30","p","487","82","1323","222"
"4906","Pt","11:45-12:30","n","488","76","1331","218"
"4907","Pt","11:45-12:30","p","483","76","293","218"
"4908","Pon","12:45-13:30","n","484","2","1324","223"
"4909","Pon","12:45-13:30","p","488","113","1332","224"
"4910","Wt","12:45-13:30","p","488","83","1333","225"
"4911","Sr","12:45-13:30","n","490","10","276","6"
"4912","Sr","12:45-13:30","p","483","83","313","215"
"4913","Czw","12:45-13:30","n","484","8","1327","227"
"4914","Czw","12:45-13:30","n","484","8","1328","227"
"4915","Czw","12:45-13:30","n","488","165","1329","227"
"4916","Czw","12:45-13:30","p","488","165","1330","227"
"4917","Pt","12:45-13:30","n","485","82","440","222"
"4918","Pt","12:45-13:30","p","484","6","1334","222"
"4919","Pon","13:30-14:15","p","485","113","169","224"
"4920","Wt","13:30-14:15","p","488","83","1333","225"
"4921","Sr","13:30-14:15","n","490","10","276","6"
"4922","Sr","13:30-14:15","p","483","83","313","215"
"4923","Pt","13:30-14:15","n","485","82","440","222"
"4924","Pt","13:30-14:15","p","484","6","1334","222"
"4925","Pon","14:30-15:15","n","489","87","248","218"
"4926","Pon","14:30-15:15","p","483","113","169","224"
"4927","Sr","14:30-15:15","n","484","1","1335","228"
"4928","Sr","14:30-15:15","p","484","1","1336","228"
"4929","Czw","14:30-15:15","n","488","83","1337","215"
"4930","Czw","14:30-15:15","p","484","1","1338","229"
"4931","Pt","14:30-15:15","n","485","82","440","222"
"4932","Pon","15:15-16:00","n","489","87","248","218"
"4933","Pon","15:15-16:00","p","483","113","169","224"
"4934","Sr","15:15-16:00","n","484","1","1335","228"
"4935","Sr","15:15-16:00","p","484","1","1336","228"
"4936","Czw","15:15-16:00","n","488","83","1337","215"
"4937","Czw","15:15-16:00","p","484","1","1338","229"
"4938","Pt","15:15-16:00","n","485","82","440","222"
"4939","Wt","16:15-17:00","n","483","83","136","226"
"4940","Sr","16:15-17:00","n","484","1","1335","228"
"4941","Sr","16:15-17:00","p","484","1","1336","228"
"4942","Pt","16:15-17:00","n","491","3","300","211"
"4943","Pt","16:15-17:00","p","491","3","301","211"
"4944","Wt","17:00-17:45","n","483","83","136","226"
"4945","Pt","17:00-17:45","n","491","3","300","211"
"4946","Pt","17:00-17:45","p","491","3","301","211"
"4947","Sr","18:00-18:45","p","484","162","1339","215"
"4948","Sr","18:45-19:30","p","484","162","1339","215"
"4949","Wt"," 7:30- 8:15","n","492","30","266","230"
"4950","Wt"," 7:30- 8:15","p","493","30","267","230"
"4951","Sr"," 7:30- 8:15","n","494","32","224","231"
"4952","Sr"," 7:30- 8:15","p","494","118","97","231"
"4953","Pt"," 7:30- 8:15","n","495","22","1340","232"
"4954","Pt"," 7:30- 8:15","p","495","22","1341","232"
"4955","Wt"," 8:15- 9:00","n","492","30","266","230"
"4956","Wt"," 8:15- 9:00","p","493","30","267","230"
"4957","Sr"," 8:15- 9:00","n","494","32","224","231"
"4958","Sr"," 8:15- 9:00","p","494","118","97","231"
"4959","Czw"," 8:15- 9:00","n","492","89","112","233"
"4960","Czw"," 8:15- 9:00","p","492","89","467","233"
"4961","Pt"," 8:15- 9:00","n","495","22","1340","232"
"4962","Pt"," 8:15- 9:00","p","495","22","1341","232"
"4963","Pon"," 9:15-10:00","n","496","1","456","233"
"4964","Pon"," 9:15-10:00","p","496","1","365","233"
"4965","Wt"," 9:15-10:00","n","496","7","316","234"
"4966","Wt"," 9:15-10:00","p","497","7","317","234"
"4967","Sr"," 9:15-10:00","n","498","32","224","231"
"4968","Sr"," 9:15-10:00","p","498","118","97","231"
"4969","Czw"," 9:15-10:00","n","492","89","112","233"
"4970","Czw"," 9:15-10:00","p","492","89","467","233"
"4971","Pt"," 9:15-10:00","n","492","22","1340","232"
"4972","Pt"," 9:15-10:00","p","492","22","1341","232"
"4973","Pon","10:00-10:45","n","496","1","456","233"
"4974","Pon","10:00-10:45","p","496","1","365","233"
"4975","Wt","10:00-10:45","n","496","7","316","234"
"4976","Wt","10:00-10:45","p","497","7","317","234"
"4977","Sr","10:00-10:45","n","498","32","224","231"
"4978","Sr","10:00-10:45","p","498","118","97","231"
"4979","Czw","10:00-10:45","n","492","89","112","233"
"4980","Czw","10:00-10:45","p","492","89","467","233"
"4981","Pt","10:00-10:45","n","492","22","1340","232"
"4982","Pt","10:00-10:45","p","492","22","1341","232"
"4983","Pon","11:00-11:45","p","495","30","255","230"
"4984","Pon","11:00-11:45","n","493","87","248","233"
"4985","Pon","11:00-11:45","p","493","87","249","233"
"4986","Wt","11:00-11:45","n","496","7","316","234"
"4987","Wt","11:00-11:45","p","497","7","317","234"
"4988","Sr","11:00-11:45","n","494","18","304","235"
"4989","Sr","11:00-11:45","p","498","18","305","235"
"4990","Czw","11:00-11:45","n","496","10","254","236"
"4991","Czw","11:00-11:45","p","496","7","207","232"
"4992","Pt","11:00-11:45","n","493","22","1340","232"
"4993","Pt","11:00-11:45","p","493","22","1341","232"
"4994","Pon","11:45-12:30","p","495","30","255","230"
"4995","Pon","11:45-12:30","n","493","87","248","233"
"4996","Pon","11:45-12:30","p","493","87","249","233"
"4997","Sr","11:45-12:30","n","494","18","304","235"
"4998","Sr","11:45-12:30","p","498","18","305","235"
"4999","Czw","11:45-12:30","n","496","10","254","236"
"5000","Czw","11:45-12:30","p","496","7","207","232"
"5001","Pt","11:45-12:30","n","493","22","1340","232"
"5002","Pt","11:45-12:30","p","493","22","1341","232"
"5003","Pon","12:45-13:30","n","497","4","254","230"
"5004","Pon","12:45-13:30","p","496","4","267","231"
"5005","Wt","12:45-13:30","n","496","128","374","237"
"5006","Wt","12:45-13:30","p","496","7","305","235"
"5007","Sr","12:45-13:30","n","495","111","148","237"
"5008","Sr","12:45-13:30","p","495","111","149","237"
"5009","Czw","12:45-13:30","n","499","3","444","6"
"5010","Czw","12:45-13:30","p","499","3","445","6"
"5011","Pt","12:45-13:30","n","495","89","466","233"
"5012","Pt","12:45-13:30","p","495","89","467","233"
"5013","Pon","13:30-14:15","n","497","4","254","230"
"5014","Pon","13:30-14:15","p","496","4","267","231"
"5015","Wt","13:30-14:15","n","496","128","374","237"
"5016","Wt","13:30-14:15","p","496","7","305","235"
"5017","Sr","13:30-14:15","n","495","111","148","237"
"5018","Sr","13:30-14:15","p","495","111","149","237"
"5019","Czw","13:30-14:15","n","499","3","444","6"
"5020","Czw","13:30-14:15","p","499","3","445","6"
"5021","Pt","13:30-14:15","n","495","89","466","233"
"5022","Pt","13:30-14:15","p","495","89","467","233"
"5023","Pon","14:30-15:15","n","496","11","426","238"
"5024","Pon","14:30-15:15","p","500","52","427","238"
"5025","Wt","14:30-15:15","n","496","128","374","237"
"5026","Sr","14:30-15:15","n","495","111","148","237"
"5027","Sr","14:30-15:15","p","495","111","149","237"
"5028","Czw","14:30-15:15","n","496","69","104","239"
"5029","Czw","14:30-15:15","p","500","69","105","239"
"5030","Pt","14:30-15:15","n","495","89","466","233"
"5031","Pt","14:30-15:15","p","495","89","467","233"
"5032","Pon","15:15-16:00","n","496","11","426","238"
"5033","Pon","15:15-16:00","p","500","52","427","238"
"5034","Sr","15:15-16:00","n","492","111","148","237"
"5035","Sr","15:15-16:00","p","492","111","149","237"
"5036","Czw","15:15-16:00","n","496","69","104","239"
"5037","Czw","15:15-16:00","p","500","69","105","239"
"5038","Sr","16:15-17:00","n","492","111","148","237"
"5039","Sr","16:15-17:00","p","492","111","149","237"
"5040","Sr","17:00-17:45","n","492","111","148","237"
"5041","Sr","17:00-17:45","p","492","111","149","237"
"5042","Sr","18:00-18:45","n","493","111","388","237"
"5043","Sr","18:00-18:45","p","493","111","389","237"
"5044","Sr","18:45-19:30","n","493","111","388","237"
"5045","Sr","18:45-19:30","p","493","111","389","237"
"5046","Sr","19:45-20:30","n","493","111","388","237"
"5047","Sr","19:45-20:30","p","493","111","389","237"
"5048","Pon"," 9:15-10:00","n","501","8","258","240"
"5049","Wt"," 9:15-10:00","n","502","97","258","240"
"5050","Wt"," 9:15-10:00","p","503","97","259","240"
"5051","Pt"," 9:15-10:00","n","504","97","1342","241"
"5052","Pt"," 9:15-10:00","p","503","97","1343","241"
"5053","Pon","10:00-10:45","n","501","8","258","240"
"5054","Wt","10:00-10:45","n","502","97","258","240"
"5055","Wt","10:00-10:45","p","503","97","259","240"
"5056","Pt","10:00-10:45","n","504","97","1342","241"
"5057","Pt","10:00-10:45","p","503","97","1343","241"
"5058","Pon","11:00-11:45","n","502","100","250","242"
"5059","Pon","11:00-11:45","p","502","100","251","242"
"5060","Wt","11:00-11:45","n","505","101","102","243"
"5061","Wt","11:00-11:45","p","501","13","227","244"
"5062","Czw","11:00-11:45","n","503","101","250","242"
"5063","Czw","11:00-11:45","p","503","101","251","242"
"5064","Pt","11:00-11:45","n","504","97","1342","241"
"5065","Pt","11:00-11:45","p","503","97","1343","241"
"5066","Pon","11:45-12:30","n","502","100","250","242"
"5067","Pon","11:45-12:30","p","502","100","251","242"
"5068","Wt","11:45-12:30","n","505","101","102","243"
"5069","Wt","11:45-12:30","p","501","13","227","244"
"5070","Czw","11:45-12:30","n","503","101","250","242"
"5071","Czw","11:45-12:30","p","503","101","251","242"
"5072","Pt","11:45-12:30","n","505","97","1342","241"
"5073","Pt","11:45-12:30","p","502","97","1343","241"
"5074","Pon","12:45-13:30","n","501","13","250","242"
"5075","Pon","12:45-13:30","p","501","13","251","245"
"5076","Wt","12:45-13:30","n","505","101","102","243"
"5077","Wt","12:45-13:30","p","501","13","227","244"
"5078","Czw","12:45-13:30","n","505","100","258","240"
"5079","Czw","12:45-13:30","p","504","100","259","240"
"5080","Czw","12:45-13:30","n","503","101","250","243"
"5081","Pt","12:45-13:30","n","503","93","78","246"
"5082","Pt","12:45-13:30","p","503","93","79","247"
"5083","Pt","12:45-13:30","n","505","97","1342","241"
"5084","Pt","12:45-13:30","p","502","97","1343","241"
"5085","Pon","13:30-14:15","n","501","13","250","242"
"5086","Pon","13:30-14:15","p","501","13","251","245"
"5087","Wt","13:30-14:15","n","503","93","226","244"
"5088","Wt","13:30-14:15","p","502","93","227","244"
"5089","Czw","13:30-14:15","n","505","100","258","240"
"5090","Czw","13:30-14:15","p","504","100","259","240"
"5091","Czw","13:30-14:15","n","503","101","250","243"
"5092","Pt","13:30-14:15","n","503","93","78","246"
"5093","Pt","13:30-14:15","p","503","93","79","247"
"5094","Pt","13:30-14:15","n","505","97","1342","241"
"5095","Pt","13:30-14:15","p","502","97","1343","241"
"5096","Pon","14:30-15:15","n","502","101","250","248"
"5097","Pon","14:30-15:15","p","503","101","251","248"
"5098","Pon","14:30-15:15","n","504","102","102","243"
"5099","Wt","14:30-15:15","n","503","93","226","244"
"5100","Wt","14:30-15:15","p","502","93","227","244"
"5101","Czw","14:30-15:15","n","501","6","218","249"
"5102","Czw","14:30-15:15","p","502","101","251","243"
"5103","Pt","14:30-15:15","n","502","93","78","246"
"5104","Pt","14:30-15:15","p","502","93","79","247"
"5105","Pon","15:15-16:00","n","502","101","250","248"
"5106","Pon","15:15-16:00","p","503","101","251","248"
"5107","Pon","15:15-16:00","n","504","102","102","243"
"5108","Wt","15:15-16:00","n","503","93","226","244"
"5109","Wt","15:15-16:00","p","502","93","227","244"
"5110","Czw","15:15-16:00","n","501","6","218","249"
"5111","Czw","15:15-16:00","p","502","101","251","243"
"5112","Pt","15:15-16:00","n","502","93","78","246"
"5113","Pt","15:15-16:00","p","502","93","79","247"
"5114","Pon","16:15-17:00","p","501","99","251","243"
"5115","Pon","16:15-17:00","n","504","102","102","243"
"5116","Czw","16:15-17:00","n","506","94","218","250"
"5117","Czw","16:15-17:00","p","506","94","219","250"
"5118","Pt","16:15-17:00","n","507","11","284","6"
"5119","Pt","16:15-17:00","p","507","11","285","6"
"5120","Pon","17:00-17:45","p","501","99","251","243"
"5121","Wt","17:00-17:45","n","501","13","1306","251"
"5122","Wt","17:00-17:45","p","501","13","1307","251"
"5123","Sr","17:00-17:45","n","505","100","250","242"
"5124","Sr","17:00-17:45","p","504","100","251","242"
"5125","Czw","17:00-17:45","n","506","94","218","250"
"5126","Czw","17:00-17:45","p","506","94","219","250"
"5127","Pt","17:00-17:45","n","507","11","284","6"
"5128","Pt","17:00-17:45","p","507","11","285","6"
"5129","Pon","18:00-18:45","n","508","1","92","211"
"5130","Wt","18:00-18:45","n","501","13","1306","251"
"5131","Wt","18:00-18:45","p","501","13","1307","251"
"5132","Sr","18:00-18:45","n","505","100","250","242"
"5133","Sr","18:00-18:45","p","504","100","251","242"
"5134","Czw","18:00-18:45","n","509","94","218","250"
"5135","Czw","18:00-18:45","p","509","94","219","250"
"5136","Pt","18:00-18:45","n","501","99","1342","241"
"5137","Pon","18:45-19:30","n","508","1","92","211"
"5138","Wt","18:45-19:30","n","501","13","1306","251"
"5139","Wt","18:45-19:30","p","501","13","1307","251"
"5140","Czw","18:45-19:30","n","509","94","218","250"
"5141","Czw","18:45-19:30","p","509","94","219","250"
"5142","Pt","18:45-19:30","n","501","99","1342","241"
"5143","Pt","18:45-19:30","p","501","99","253","247"
"5144","Czw","19:45-20:30","n","510","94","218","250"
"5145","Czw","19:45-20:30","p","510","94","219","250"
"5146","Pt","19:45-20:30","n","501","99","1342","241"
"5147","Pt","19:45-20:30","p","501","99","253","247"
"5148","Czw","20:30-21:15","n","510","94","218","250"
"5149","Czw","20:30-21:15","p","510","94","219","250"
"5150","Pon"," 7:30- 8:15","n","511","28","266","254"
"5151","Pon"," 7:30- 8:15","p","512","28","267","254"
"5152","Wt"," 7:30- 8:15","n","513","19","416","255"
"5153","Wt"," 7:30- 8:15","p","513","19","417","255"
"5154","Pt"," 7:30- 8:15","p","514","69","105","256"
"5155","Pon"," 8:15- 9:00","n","511","28","266","254"
"5156","Pon"," 8:15- 9:00","p","512","28","267","254"
"5157","Wt"," 8:15- 9:00","n","513","19","416","255"
"5158","Wt"," 8:15- 9:00","p","513","19","417","255"
"5159","Sr"," 8:15- 9:00","n","515","66","90","257"
"5160","Sr"," 8:15- 9:00","p","516","2","175","258"
"5161","Pt"," 8:15- 9:00","p","514","69","105","256"
"5162","Pon"," 9:15-10:00","n","517","3","276","6"
"5163","Pon"," 9:15-10:00","p","514","10","31","7"
"5164","Wt"," 9:15-10:00","n","516","8","134","259"
"5165","Wt"," 9:15-10:00","p","516","11","417","260"
"5166","Sr"," 9:15-10:00","n","515","66","90","257"
"5167","Sr"," 9:15-10:00","p","516","2","175","258"
"5168","Czw"," 9:15-10:00","n","514","63","432","261"
"5169","Czw"," 9:15-10:00","p","516","8","255","262"
"5170","Pt"," 9:15-10:00","p","515","28","167","254"
"5171","Pon","10:00-10:45","n","517","3","276","6"
"5172","Pon","10:00-10:45","p","514","10","31","7"
"5173","Wt","10:00-10:45","n","516","8","134","259"
"5174","Wt","10:00-10:45","p","516","11","417","260"
"5175","Sr","10:00-10:45","n","515","66","90","257"
"5176","Sr","10:00-10:45","p","516","2","175","258"
"5177","Czw","10:00-10:45","n","514","63","432","261"
"5178","Czw","10:00-10:45","p","516","8","255","262"
"5179","Pt","10:00-10:45","p","515","28","167","254"
"5180","Pon","11:00-11:45","n","518","22","458","263"
"5181","Pon","11:00-11:45","p","518","22","459","263"
"5182","Wt","11:00-11:45","n","516","8","134","259"
"5183","Sr","11:00-11:45","n","512","66","90","257"
"5184","Sr","11:00-11:45","p","511","66","91","257"
"5185","Czw","11:00-11:45","p","518","34","305","260"
"5186","Pt","11:00-11:45","n","513","19","154","264"
"5187","Pt","11:00-11:45","p","513","19","155","264"
"5188","Pt","11:00-11:45","p","518","33","119","265"
"5189","Pon","11:45-12:30","n","518","22","458","263"
"5190","Pon","11:45-12:30","p","518","22","459","263"
"5191","Wt","11:45-12:30","p","513","102","83","266"
"5192","Sr","11:45-12:30","n","512","66","90","257"
